Date;Service;Ligne;Nom de la ligne;Taux de ponctualité;Nombre de voyageurs à l'heure pour un voyageur en retard
2016-08;Transilien;L;Paris Saint-Lazare Sud;87.8;7.2
2016-09;RER;B;RER B;87.8;7.2
2016-09;Transilien;P;Paris Est;93.0;13.3
2016-10;RER;B;RER B;83.7;5.1
2016-10;Transilien;H;Paris Nord Ouest;95.6;21.7
2016-10;Transilien;J;Paris Saint-Lazare Nord;90.7;9.8
2016-10;Transilien;L;Paris Saint-Lazare Sud;88.2;7.5
2016-10;Transilien;P;Paris Est;90.7;9.8
2016-11;RER;E;RER E;93.0;13.3
2016-11;Transilien;N;Paris Montparnasse;86.2;6.2
2016-12;RER;E;RER E;94.0;15.7
2016-12;Transilien;H;Paris Nord Ouest;58.1;1.4
2016-12;Transilien;R;Paris Sud Est;88.6;7.8
2017-01;RER;B;RER B;87.8;7.2
2017-01;Transilien;P;Paris Est;89.6;8.6
2017-02;RER;C;RER C;83.4;5.0
2017-02;RER;E;RER E;93.0;13.3
2017-02;Transilien;K;Paris Nord Crépy;94.6;17.5
2017-02;Transilien;L;Paris Saint-Lazare Sud;90.1;9.1
2017-02;Transilien;U;La Verrière - La Défense;95.5;21.2
2017-03;Transilien;H;Paris Nord Ouest;90.4;9.4
2017-03;Transilien;P;Paris Est;93.2;13.7
2017-04;RER;D;RER D;86.3;6.3
2017-04;Transilien;H;Paris Nord Ouest;89.5;8.5
2017-04;Transilien;K;Paris Nord Crépy;93.4;14.2
2017-04;Transilien;N;Paris Montparnasse;93.9;15.4
2017-05;RER;E;RER E;91.693;11.0
2017-05;Transilien;J;Paris Saint-Lazare Nord;90.617;9.7
2017-05;Transilien;P;Paris Est;91.442;10.7
2017-06;RER;B;RER B;88.535;7.7
2017-06;Transilien;L;Paris Saint-Lazare Sud;86.837;6.6
2017-07;RER;D;RER D;83.497;5.1
2017-07;Transilien;K;Paris Nord Crépy;90.507;9.5
2017-07;Transilien;L;Paris Saint-Lazare Sud;89.264;8.3
2017-07;Transilien;P;Paris Est;87.231;6.8
2017-08;RER;C;RER C;93.8;15.1
2017-08;Transilien;J;Paris Saint-Lazare Nord;91.4;10.6
2017-08;Transilien;K;Paris Nord Crépy;94.5;17.2
2017-09;RER;D;RER D;85.3;5.8
2017-09;Transilien;J;Paris Saint-Lazare Nord;89.9;8.9
2017-09;Transilien;K;Paris Nord Crépy;93.2;13.7
2017-09;Transilien;L;Paris Saint-Lazare Sud;88.1;7.4
2017-11;RER;C;RER C;85.8;6.0
2017-11;RER;E;RER E;92.0;11.5
2017-11;Transilien;J;Paris Saint-Lazare Nord;87.4;6.9
2017-11;Transilien;L;Paris Saint-Lazare Sud;83.1;4.9
2017-11;Transilien;N;Paris Montparnasse;86.2;6.2
2017-12;RER;A;RER A;77.1;3.4
2018-02;RER;C;RER C;82.9;4.8
2018-02;RER;D;RER D;80.4;4.1
2018-02;RER;E;RER E;81.5;4.4
2018-02;Transilien;N;Paris Montparnasse;82.7;4.8
2018-03;Transilien;J;Paris Saint-Lazare Nord;88.2;7.5
2018-04;RER;C;RER C;94.5;17.2
2018-04;RER;D;RER D;90.5;9.5
2018-04;Transilien;H;Paris Nord Ouest;95.4;20.7
2018-04;Transilien;J;Paris Saint-Lazare Nord;94.4;16.9
2018-04;Transilien;R;Paris Sud Est;85.6;5.9
2018-05;RER;B;RER B;86.8;6.6
2018-05;Transilien;H;Paris Nord Ouest;90.8;9.9
2018-05;Transilien;N;Paris Montparnasse;92.1;11.7
2018-05;Transilien;P;Paris Est;87.2;6.8
2018-06;Transilien;R;Paris Sud Est;81.1;4.3
2018-07;RER;D;RER D;81.3;4.3
2018-08;RER;A;RER A;91.8;11.2
2018-08;RER;B;RER B;89.0;8.1
2018-08;RER;D;RER D;88.0;7.3
2018-08;Transilien;N;Paris Montparnasse;82.1;4.6
2018-08;Transilien;P;Paris Est;93.3;13.9
2018-09;Transilien;K;Paris Nord Crépy;96.0;24.0
2018-10;RER;B;RER B;84.72;5.5
2018-10;RER;E;RER E;90.2;9.2
2018-10;Transilien;H;Paris Nord Ouest;94.5;17.2
2018-11;Transilien;H;Paris Nord Ouest;86.8;6.6
2018-11;Transilien;N;Paris Montparnasse;87.6;7.1
2018-11;Transilien;P;Paris Est;86.6;6.5
2018-11;Transilien;R;Paris Sud Est;82.4;4.7
2018-12;Transilien;H;Paris Nord Ouest;93.2;13.7
2018-12;Transilien;J;Paris Saint-Lazare Nord;88.5;7.7
2018-12;Transilien;N;Paris Montparnasse;86.0;6.1
2018-12;Transilien;U;La Verrière - La Défense;91.6;10.9
2019-01;Transilien;P;Paris Est;85.2;5.8
2019-01;Transilien;U;La Verrière - La Défense;92.9;13.1
2019-02;RER;A;RER A;86.9;6.6
2019-02;RER;B;RER B;84.5;5.5
2019-02;RER;E;RER E;93.053;13.4
2019-03;RER;C;RER C;91.655;11.0
2019-04;Transilien;P;Paris Est;90.178;9.2
2019-05;RER;B;RER B;89.254;8.3
2019-05;Transilien;U;La Verrière - La Défense;93.95;15.5
2019-06;RER;E;RER E;91.025;10.1
2019-06;Transilien;H;Paris Nord Ouest;92.945;13.2
2019-06;Transilien;R;Paris Sud Est;83.92;5.2
2019-07;RER;C;RER C;87.219;6.8
2019-07;Transilien;L;Paris Saint-Lazare Sud;93.741;15.0
2019-07;Transilien;U;La Verrière - La Défense;95.068;19.3
2019-09;RER;C;RER C;89.033;8.1
2019-09;Transilien;N;Paris Montparnasse;93.2;13.7
2019-09;Transilien;P;Paris Est;85.931;6.1
2019-10;Transilien;J;Paris Saint-Lazare Nord;86.439;6.4
2019-10;Transilien;P;Paris Est;88.893;8.0
2019-10;Transilien;U;La Verrière - La Défense;91.795;11.2
2019-11;RER;C;RER C;80.676;4.2
2019-11;Transilien;H;Paris Nord Ouest;93.784;15.1
2019-11;Transilien;J;Paris Saint-Lazare Nord;88.022;7.3
2020-02;Transilien;J;Paris Saint-Lazare Nord;86.88;6.622
2020-02;Transilien;K;Paris Nord Crépy;93.155;13.609
2020-02;Transilien;P;Paris Est;89.116;8.187
2020-03;RER;D;RER D;84.696;5.534
2020-03;Transilien;J;Paris Saint-Lazare Nord;90.737;9.795
2020-03;Transilien;R;Paris Sud Est;85.194;5.754
2020-06;Transilien;J;Paris Saint-Lazare Nord;91.012;10.126
2020-07;RER;C;RER C;92.269;11.935
2020-07;Transilien;H;Paris Nord Ouest;94.199;16.237
2020-07;Transilien;L;Paris Saint-Lazare Sud;96.892;31.171
2020-08;RER;D;RER D;87.498;6.999
2020-08;Transilien;J;Paris Saint-Lazare Nord;93.514;14.417
2020-08;Transilien;N;Paris Montparnasse;94.968;18.872
2020-09;RER;D;RER D;87.593;7.06
2020-09;Transilien;L;Paris Saint-Lazare Sud;94.426;16.939
2020-10;Transilien;L;Paris Saint-Lazare Sud;91.109;10.248
2020-10;Transilien;U;La Verrière - La Défense;95.879;23.268
2020-11;RER;A;RER A;90.137;9.138
2020-11;RER;E;RER E;95.313;20.333
2020-11;Transilien;H;Paris Nord Ouest;95.565;21.548
2020-11;Transilien;R;Paris Sud Est;90.476;9.5
2020-12;RER;A;RER A;88.737;7.879
2020-12;RER;B;RER B;88.286;7.537
2020-12;RER;C;RER C;92.309;12.003
2020-12;RER;D;RER D;87.554;7.035
2020-12;Transilien;N;Paris Montparnasse;95.478;21.112
2020-12;Transilien;R;Paris Sud Est;86.989;6.686
2021-01;Transilien;R;Paris Sud Est;89.271;8.32
2021-01;Transilien;U;La Verrière - La Défense;96.954;31.833
2021-02;RER;A;RER A;80.019;4.005
2021-02;Transilien;U;La Verrière - La Défense;93.66;14.773
2021-03;Transilien;H;Paris Nord Ouest;95.975;23.847
2021-03;Transilien;L;Paris Saint-Lazare Sud;95.014;19.057
2021-04;RER;A;RER A;94.699;17.866
2021-04;RER;C;RER C;93.323;13.977
2021-04;RER;E;RER E;95.648;21.978
2021-04;Transilien;P;Paris Est;94.975;18.901
2021-04;Transilien;R;Paris Sud Est;88.236;7.501
2021-04;Transilien;U;La Verrière - La Défense;95.583;21.638
2021-05;Transilien;H;Paris Nord Ouest;96.324;26.206
2021-06;RER;D;RER D;89.316;8.36
2021-06;Transilien;H;Paris Nord Ouest;92.52;12.37
2021-06;Transilien;L;Paris Saint-Lazare Sud;95.616;21.811
2021-06;Transilien;P;Paris Est;88.148;7.438
2021-07;Transilien;N;Paris Montparnasse;95.475;21.1
2021-08;RER;D;RER D;88.909;8.017
2021-08;Transilien;J;Paris Saint-Lazare Nord;96.661;28.949
2021-09;RER;A;RER A;86.326;6.313
2021-10;Transilien;H;Paris Nord Ouest;91.82;11.225
2021-10;Transilien;L;Paris Saint-Lazare Sud;91.722;11.08
2021-11;RER;C;RER C;88.146;7.436
2021-11;RER;D;RER D;85.489;5.891
2021-11;Transilien;J;Paris Saint-Lazare Nord;91.691;11.035
2021-11;Transilien;N;Paris Montparnasse;91.513;10.783
2021-12;RER;D;RER D;87.57;7.045
2021-12;Transilien;P;Paris Est;92.876;13.038
2022-02;RER;D;RER D;86.248;6.272
2022-02;RER;E;RER E;93.512;14.412
2022-02;Transilien;H;Paris Nord Ouest;95.883;23.289
2022-02;Transilien;K;Paris Nord Crépy;92.367;12.101
2022-02;Transilien;R;Paris Sud Est;91.46;10.71
2022-03;RER;C;RER C;91.592;10.894
2022-03;Transilien;H;Paris Nord Ouest;96.604;28.451
2022-03;Transilien;R;Paris Sud Est;89.422;8.454
2022-04;Transilien;H;Paris Nord Ouest;94.376;16.782
2022-05;RER;C;RER C;92.697;12.692
2022-05;RER;D;RER D;89.338;8.379
2022-05;Transilien;J;Paris Saint-Lazare Nord;94.43;16.954
2022-05;Transilien;N;Paris Montparnasse;94.814;18.284
2022-06;RER;B;RER B;82.46;4.701
2022-06;RER;E;RER E;92.924;13.133
2022-06;Transilien;H;Paris Nord Ouest;94.728;17.967
2022-06;Transilien;J;Paris Saint-Lazare Nord;87.868;7.243
2022-07;RER;E;RER E;94.416;16.908
2022-07;Transilien;N;Paris Montparnasse;96.437;27.065
2022-08;RER;D;RER D;88.902;8.011
2022-08;Transilien;H;Paris Nord Ouest;95.446;20.961
2022-09;RER;A;RER A;90.763;9.826
2022-10;RER;D;RER D;87.28;6.862
2022-11;RER;A;RER A;86.148;6.219
2022-11;RER;B;RER B;82.42;4.688
2022-11;RER;E;RER E;94.193;16.221
2022-11;Transilien;L;Paris Saint-Lazare Sud;94.123;16.017
2022-12;RER;D;RER D;84.519;5.46
2022-12;Transilien;K;Paris Nord Crépy;96.788;30.129
2022-12;Transilien;N;Paris Montparnasse;97.072;33.156
2023-01;RER;A;RER A;86.076;6.182
2023-01;RER;C;RER C;89.624;8.637
2023-01;Transilien;N;Paris Montparnasse;95.115;19.471
2023-01;Transilien;R;Paris Sud Est;86.674;6.504
2023-02;Transilien;H;Paris Nord Ouest;95.881;23.278
2023-02;Transilien;L;Paris Saint-Lazare Sud;96.477;27.385
2023-02;Transilien;P;Paris Est;93.452;14.271
2023-03;Transilien;H;Paris Nord Ouest;94.405;16.874
2023-03;Transilien;K;Paris Nord Crépy;95.862;23.164
2023-03;Transilien;L;Paris Saint-Lazare Sud;97.361;36.891
2023-03;Transilien;R;Paris Sud Est;89.954;8.954
2023-04;RER;A;RER A;89.785;8.79
2023-05;Transilien;P;Paris Est;94.156;16.111
2023-06;RER;A;RER A;86.609;6.468
2023-06;RER;B;RER B;83.082;4.911
2023-06;Transilien;H;Paris Nord Ouest;90.984;10.091
2023-07;RER;A;RER A;87.749;7.162
2023-07;Transilien;K;Paris Nord Crépy;91.522;10.795
2023-07;Transilien;L;Paris Saint-Lazare Sud;96.251;25.673
2023-08;Transilien;J;Paris Saint-Lazare Nord;95.591;21.68
2023-08;Transilien;K;Paris Nord Crépy;97.339;36.579
2023-08;Transilien;L;Paris Saint-Lazare Sud;95.373;20.611
2023-09;RER;C;RER C;84.807;5.582
2023-09;Transilien;K;Paris Nord Crépy;95.72;22.364
2023-09;Transilien;P;Paris Est;91.257;10.438
2023-10;RER;C;RER C;88.001;7.334
2023-10;RER;D;RER D;85.147;5.732
2023-11;RER;A;RER A;75.588;3.096
2023-11;Transilien;P;Paris Est;76.768;3.304
2023-12;RER;B;RER B;80.647;4.167
2023-12;RER;C;RER C;81.413;4.38
2023-12;Transilien;R;Paris Sud Est;91.739;11.106
2024-01;RER;B;RER B;84.384;5.404
2024-01;RER;D;RER D;83.035;4.895
2024-01;Transilien;H;Paris Nord Ouest;92.988;13.262
2024-01;Transilien;L;Paris Saint-Lazare Sud;90.712;9.766
2024-01;Transilien;N;Paris Montparnasse;91.996;11.494
2024-01;Transilien;U;La Verrière - La Défense;91.204;10.369
2024-02;RER;E;RER E;90.887;9.973
2024-02;Transilien;H;Paris Nord Ouest;94.313;16.584
2024-02;Transilien;P;Paris Est;89.456;8.484
2024-02;Transilien;R;Paris Sud Est;90.733;9.791
2024-03;RER;A;RER A;88.403;7.623
2024-03;RER;E;RER E;94.62;17.587
2024-03;Transilien;K;Paris Nord Crépy;97.574;40.212
2024-03;Transilien;N;Paris Montparnasse;95.102;19.418
2024-04;Transilien;P;Paris Est;93.507;14.401
2024-05;RER;E;RER E;93.192;13.689
2024-05;Transilien;K;Paris Nord Crépy;97.441;38.085
2024-06;RER;B;RER B;83.395;5.022
2024-06;RER;C;RER C;88.055;7.372
2024-06;RER;D;RER D;86.115;6.202
2024-06;Transilien;L;Paris Saint-Lazare Sud;92.942;13.169
2024-07;RER;A;RER A;89.364;8.402
2024-07;RER;B;RER B;89.402;8.435
2024-07;RER;C;RER C;91.935;11.399
2024-07;RER;D;RER D;91.773;11.155
2024-07;Transilien;K;Paris Nord Crépy;97.358;36.856
2024-08;RER;A;RER A;91.353;10.565
2024-08;Transilien;N;Paris Montparnasse;96.472;27.344
2024-09;RER;C;RER C;91.009;10.123
2024-09;Transilien;R;Paris Sud Est;93.193;13.691
2024-09;Transilien;U;La Verrière - La Défense;96.292;25.97
2024-10;RER;A;RER A;85.927;6.106
2024-10;RER;C;RER C;86.235;6.265
2024-12;Transilien;J;Paris Saint-Lazare Nord;95.056;19.226
2024-12;Transilien;K;Paris Nord Crépy;92.411;12.177
2024-12;Transilien;L;Paris Saint-Lazare Sud;94.69;17.833
2025-01;Transilien;P;Paris Est;91.957;11.433
2025-02;RER;A;RER A;92.059;11.592
2025-02;Transilien;K;Paris Nord Crépy;98.055;50.416
2025-02;Transilien;L;Paris Saint-Lazare Sud;94.215;16.287
2025-03;RER;D;RER D;87.672;7.112
2025-04;Transilien;H;Paris Nord Ouest;92.738;12.77
2025-04;Transilien;K;Paris Nord Crépy;95.56;21.52
2025-04;Transilien;N;Paris Montparnasse;93.813;15.164
2025-04;Transilien;R;Paris Sud Est;86.549;6.434
2025-04;Transilien;U;La Verrière - La Défense;94.661;17.731
2025-05;Transilien;K;Paris Nord Crépy;95.328;20.402
2025-06;RER;A;RER A;80.935;4.245
2025-06;RER;B;RER B;86.186;6.239
2025-06;Transilien;H;Paris Nord Ouest;92.788;12.866
2025-06;Transilien;J;Paris Saint-Lazare Nord;92.59;12.496
2025-07;RER;B;RER B;88.636;7.8
2025-07;RER;D;RER D;85.981;6.133
2025-07;RER;E;RER E;92.721;12.738
2025-08;RER;E;RER E;94.775;18.139
2025-08;Transilien;J;Paris Saint-Lazare Nord;94.821;18.307
2025-08;Transilien;U;La Verrière - La Défense;98.482;64.86
2025-09;RER;B;RER B;85.757;6.021
2025-09;RER;D;RER D;86.155;6.223
2025-09;RER;E;RER E;91.718;11.075
2025-09;Transilien;J;Paris Saint-Lazare Nord;95.441;20.935
2025-09;Transilien;K;Paris Nord Crépy;90.428;9.447
2025-09;Transilien;P;Paris Est;93.012;13.311
2025-09;Transilien;R;Paris Sud Est;85.425;5.861
2025-10;RER;A;RER A;88.732;7.875
2025-10;RER;E;RER E;88.407;7.626
2025-10;Transilien;H;Paris Nord Ouest;92.544;12.412
2025-10;Transilien;N;Paris Montparnasse;92.686;12.673
2025-10;Transilien;R;Paris Sud Est;88.465;7.669
2025-11;RER;D;RER D;82.956;4.867
2025-11;Transilien;P;Paris Est;91.602;10.908
2025-11;Transilien;R;Paris Sud Est;91.017;10.132
2025-12;RER;A;RER A;87.194;6.809
2025-12;RER;B;RER B;88.576;7.753
2025-12;RER;C;RER C;90.569;9.604
2025-12;RER;E;RER E;92.561;12.442
2025-12;Transilien;H;Paris Nord Ouest;96.359;26.469
2025-12;Transilien;J;Paris Saint-Lazare Nord;93.718;14.919
2026-01;Transilien;J;Paris Saint-Lazare Nord;90.953;10.053
2026-02;RER;A;RER A;87.887;7.255
2026-02;RER;D;RER D;82.236;4.629
2026-02;Transilien;N;Paris Montparnasse;95.234;19.984
2026-03;RER;D;RER D;85.05;5.689
2026-03;Transilien;U;La Verrière - La Défense;88.27;7.525
2013-01;RER;D;RER D;77.6;3.5
2013-01;Transilien;H;Paris Nord Ouest;93.9;15.4
2013-01;Transilien;J;Paris Saint-Lazare Nord;82.5;4.7
2013-01;Transilien;K;Paris Nord Crépy;75.2;3.0
2013-02;RER;A;RER A;86.2;6.2
2013-02;RER;B;RER B;80.3;4.1
2013-02;RER;C;RER C;91.8;11.2
2013-02;RER;D;RER D;79.3;3.8
2013-02;Transilien;J;Paris Saint-Lazare Nord;88.1;7.4
2013-02;Transilien;L;Paris Saint-Lazare Sud;82.1;4.6
2013-03;RER;A;RER A;84.0;5.3
2013-03;RER;C;RER C;87.6;7.1
2013-03;Transilien;P;Paris Est;89.0;8.1
2013-04;Transilien;H;Paris Nord Ouest;94.6;17.5
2013-04;Transilien;K;Paris Nord Crépy;82.0;4.6
2013-04;Transilien;P;Paris Est;92.7;12.7
2013-05;RER;E;RER E;95.5;21.2
2013-05;Transilien;J;Paris Saint-Lazare Nord;91.5;10.8
2013-05;Transilien;L;Paris Saint-Lazare Sud;90.6;9.6
2013-05;Transilien;R;Paris Sud Est;93.0;13.3
2013-06;RER;D;RER D;85.1;5.7
2013-07;RER;A;RER A;83.2;5.0
2013-07;RER;D;RER D;85.2;5.8
2013-07;Transilien;K;Paris Nord Crépy;85.1;5.7
2013-07;Transilien;L;Paris Saint-Lazare Sud;87.2;6.8
2013-08;RER;C;RER C;93.4;14.2
2013-08;RER;E;RER E;95.4;20.7
2013-08;Transilien;U;La Verrière - La Défense;95.3;20.3
2013-09;RER;B;RER B;86.6;6.5
2013-09;RER;C;RER C;93.1;13.5
2013-09;Transilien;P;Paris Est;88.0;7.3
2013-10;RER;B;RER B;80.7;4.2
2013-11;RER;B;RER B;77.9;3.5
2013-11;RER;C;RER C;85.5;5.9
2013-11;Transilien;L;Paris Saint-Lazare Sud;77.8;3.5
2013-12;Transilien;K;Paris Nord Crépy;83.1;4.9
2013-12;Transilien;N;Paris Montparnasse;92.8;12.9
2014-01;Transilien;L;Paris Saint-Lazare Sud;82.3;4.6
2014-01;Transilien;P;Paris Est;91.0;10.1
2014-02;RER;A;RER A;85.7;6.0
2014-02;Transilien;L;Paris Saint-Lazare Sud;83.1;4.9
2014-02;Transilien;P;Paris Est;90.4;9.4
2014-03;RER;C;RER C;91.5;10.8
2014-03;Transilien;K;Paris Nord Crépy;87.9;7.3
2014-04;RER;C;RER C;91.6;10.9
2014-04;Transilien;J;Paris Saint-Lazare Nord;88.9;8.0
2014-04;Transilien;L;Paris Saint-Lazare Sud;86.7;6.5
2014-04;Transilien;R;Paris Sud Est;88.5;7.7
2014-05;RER;C;RER C;91.7;11.0
2014-05;RER;E;RER E;93.3;13.9
2014-05;Transilien;J;Paris Saint-Lazare Nord;87.1;6.8
2014-05;Transilien;K;Paris Nord Crépy;91.9;11.3
2014-06;RER;A;RER A;72.6;2.6
2014-06;RER;C;RER C;87.3;6.9
2014-06;Transilien;K;Paris Nord Crépy;79.6;3.9
2014-07;RER;A;RER A;70.5;2.4
2014-07;Transilien;H;Paris Nord Ouest;93.1;13.5
2014-07;Transilien;J;Paris Saint-Lazare Nord;85.9;6.1
2014-07;Transilien;K;Paris Nord Crépy;87.6;7.1
2014-07;Transilien;P;Paris Est;88.1;7.4
2014-08;RER;B;RER B;90.7;9.8
2014-08;RER;D;RER D;92.0;11.5
2014-08;Transilien;L;Paris Saint-Lazare Sud;92.0;11.5
2014-08;Transilien;P;Paris Est;92.6;12.5
2014-09;Transilien;R;Paris Sud Est;88.9;8.0
2014-10;RER;B;RER B;85.5;5.9
2014-10;RER;E;RER E;94.0;15.7
2014-10;Transilien;L;Paris Saint-Lazare Sud;82.4;4.7
2014-10;Transilien;R;Paris Sud Est;77.9;3.5
2014-11;Transilien;L;Paris Saint-Lazare Sud;81.31;4.4
2014-11;Transilien;P;Paris Est;87.28;6.9
2014-11;Transilien;U;La Verrière - La Défense;88.863;8.0
2014-12;RER;E;RER E;92.7;12.7
2014-12;Transilien;N;Paris Montparnasse;94.0;15.7
2014-12;Transilien;P;Paris Est;88.7;7.8
2014-12;Transilien;R;Paris Sud Est;87.6;7.1
2015-01;Transilien;J;Paris Saint-Lazare Nord;87.233;6.8
2015-02;RER;C;RER C;91.609;10.9
2015-02;Transilien;H;Paris Nord Ouest;94.178;16.2
2015-02;Transilien;J;Paris Saint-Lazare Nord;85.058;5.7
2015-02;Transilien;K;Paris Nord Crépy;85.087;5.7
2015-02;Transilien;N;Paris Montparnasse;93.771;15.1
2015-03;RER;B;RER B;89.854;8.9
2015-03;RER;D;RER D;86.308;6.3
2015-03;Transilien;J;Paris Saint-Lazare Nord;87.498;7.0
2015-03;Transilien;L;Paris Saint-Lazare Sud;82.902;4.8
2015-03;Transilien;P;Paris Est;93.254;13.8
2015-04;RER;B;RER B;86.173;6.2
2015-04;Transilien;J;Paris Saint-Lazare Nord;90.79;9.9
2015-05;Transilien;J;Paris Saint-Lazare Nord;90.925;10.0
2015-05;Transilien;L;Paris Saint-Lazare Sud;85.842;6.1
2015-05;Transilien;P;Paris Est;92.703;12.7
2015-06;RER;C;RER C;86.173;6.2
2015-06;RER;E;RER E;93.059;13.4
2015-06;Transilien;N;Paris Montparnasse;87.838;7.2
2015-06;Transilien;P;Paris Est;88.835;8.0
2015-07;Transilien;P;Paris Est;90.1;9.1
2015-07;Transilien;R;Paris Sud Est;88.8;7.9
2015-08;RER;A;RER A;82.997;4.9
2015-08;RER;B;RER B;92.918;13.1
2015-08;RER;E;RER E;94.7;17.9
2015-08;Transilien;K;Paris Nord Crépy;87.6;7.1
2015-08;Transilien;U;La Verrière - La Défense;95.9;23.4
2015-09;RER;C;RER C;90.693;9.7
2015-09;Transilien;J;Paris Saint-Lazare Nord;85.144;5.7
2015-09;Transilien;K;Paris Nord Crépy;87.9;7.3
2015-10;RER;D;RER D;84.198;5.3
2015-11;RER;A;RER A;67.1;2.0
2015-11;RER;B;RER B;86.6;6.5
2015-11;Transilien;H;Paris Nord Ouest;94.3;16.5
2015-12;Transilien;H;Paris Nord Ouest;96.2;25.3
2016-01;Transilien;P;Paris Est;89.5;8.5
2016-02;RER;D;RER D;86.7;6.5
2016-02;Transilien;L;Paris Saint-Lazare Sud;89.4;8.4
2016-02;Transilien;P;Paris Est;88.1;7.4
2016-02;Transilien;R;Paris Sud Est;88.1;7.4
2016-03;RER;E;RER E;95.7;22.3
2016-03;Transilien;K;Paris Nord Crépy;85.8;6.0
2016-03;Transilien;U;La Verrière - La Défense;93.5;14.4
2016-04;RER;B;RER B;90.1;9.1
2016-04;Transilien;J;Paris Saint-Lazare Nord;91.0;10.1
2016-05;RER;A;RER A;75.3;3.0
2016-05;RER;D;RER D;85.7;6.0
2016-05;Transilien;H;Paris Nord Ouest;96.1;24.6
2016-05;Transilien;L;Paris Saint-Lazare Sud;87.3;6.9
2016-05;Transilien;U;La Verrière - La Défense;93.5;14.4
2016-06;RER;C;RER C;88.1;7.4
2016-06;RER;E;RER E;93.0;13.3
2016-06;Transilien;P;Paris Est;90.1;9.1
2016-06;Transilien;U;La Verrière - La Défense;91.0;10.1
2016-07;RER;A;RER A;73.0;2.7
2016-07;Transilien;K;Paris Nord Crépy;86.9;6.6
2016-07;Transilien;N;Paris Montparnasse;94.7;17.9
2016-07;Transilien;U;La Verrière - La Défense;96.5;27.6
2016-08;RER;A;RER A;82.3;4.6
2016-08;RER;E;RER E;92.7;12.7
2016-08;Transilien;J;Paris Saint-Lazare Nord;86.3;6.3
2016-08;Transilien;N;Paris Montparnasse;92.0;11.5
2016-08;Transilien;R;Paris Sud Est;89.4;8.4
2016-08;Transilien;U;La Verrière - La Défense;93.2;13.7
2016-09;RER;D;RER D;85.8;6.0
2016-09;RER;E;RER E;94.4;16.9
2016-09;Transilien;J;Paris Saint-Lazare Nord;92.1;11.7
2016-09;Transilien;U;La Verrière - La Défense;92.4;12.2
2016-10;RER;C;RER C;89.2;8.3
2016-10;RER;E;RER E;93.0;13.3
2016-11;RER;B;RER B;82.0;4.6
2016-11;RER;D;RER D;83.4;5.0
2016-11;Transilien;H;Paris Nord Ouest;94.4;16.9
2016-12;RER;A;RER A;66.7;2.0
2016-12;RER;C;RER C;87.7;7.1
2017-01;Transilien;H;Paris Nord Ouest;94.4;16.9
2017-01;Transilien;J;Paris Saint-Lazare Nord;88.8;7.9
2017-01;Transilien;K;Paris Nord Crépy;95.7;22.3
2017-01;Transilien;L;Paris Saint-Lazare Sud;87.0;6.7
2017-02;RER;A;RER A;69.35;2.3
2017-02;Transilien;N;Paris Montparnasse;89.9;8.9
2017-03;RER;D;RER D;82.9;4.8
2017-03;Transilien;J;Paris Saint-Lazare Nord;92.8;12.9
2017-03;Transilien;N;Paris Montparnasse;93.4;14.2
2017-05;RER;A;RER A;70.889;2.4
2017-05;Transilien;N;Paris Montparnasse;89.215;8.3
2017-06;RER;E;RER E;86.617;6.5
2017-06;Transilien;J;Paris Saint-Lazare Nord;89.879;8.9
2017-06;Transilien;P;Paris Est;82.038;4.6
2017-07;RER;B;RER B;88.586;7.8
2017-07;RER;E;RER E;88.33;7.6
2017-07;Transilien;J;Paris Saint-Lazare Nord;91.211;10.4
2017-09;RER;B;RER B;87.3;6.9
2017-09;Transilien;P;Paris Est;93.8;15.1
2017-09;Transilien;U;La Verrière - La Défense;93.0;13.3
2017-10;RER;B;RER B;79.7;3.9
2017-10;RER;D;RER D;83.0;4.9
2017-10;RER;E;RER E;91.8;11.2
2017-10;Transilien;J;Paris Saint-Lazare Nord;90.2;9.2
2017-10;Transilien;L;Paris Saint-Lazare Sud;86.4;6.4
2017-10;Transilien;P;Paris Est;86.7;6.5
2017-11;RER;B;RER B;83.3;5.0
2017-11;Transilien;P;Paris Est;89.7;8.7
2017-11;Transilien;R;Paris Sud Est;79.3;3.8
2017-12;Transilien;H;Paris Nord Ouest;89.4;8.4
2017-12;Transilien;N;Paris Montparnasse;86.0;6.1
2018-01;RER;C;RER C;88.1;7.4
2018-01;RER;D;RER D;84.9;5.6
2018-01;Transilien;H;Paris Nord Ouest;92.4;12.2
2018-01;Transilien;J;Paris Saint-Lazare Nord;92.2;11.8
2018-02;RER;A;RER A;77.4;3.4
2018-02;Transilien;K;Paris Nord Crépy;88.7;7.8
2018-02;Transilien;U;La Verrière - La Défense;86.3;6.3
2018-03;RER;A;RER A;81.3;4.3
2018-03;Transilien;H;Paris Nord Ouest;93.7;14.9
2018-03;Transilien;U;La Verrière - La Défense;92.7;12.7
2018-04;RER;E;RER E;94.4;16.9
2018-04;Transilien;K;Paris Nord Crépy;90.6;9.6
2018-04;Transilien;U;La Verrière - La Défense;92.9;13.1
2018-05;RER;E;RER E;95.6;21.7
2018-05;Transilien;J;Paris Saint-Lazare Nord;92.3;12.0
2018-06;RER;B;RER B;87.4;6.9
2018-06;RER;E;RER E;92.9;13.1
2018-06;Transilien;H;Paris Nord Ouest;92.2;11.8
2018-07;RER;C;RER C;88.9;8.0
